Overall_Rank,Tier,Pos_Rank,Pos_Tier,Primary_Pos,Name,Team,Pos,PlayerId,R,HR,RBI,SB,OBP,QS+W,SV+HLD,K,ERA,WHIP,True_Value_Uninflated,Market_Value,Bargain_Value,ROI_Percent,Profile,Draft_Day_Inflation_Value,Total_Z,Target,R_Z,HR_Z,RBI_Z,SB_Z,Impact_OBP_Z,QS+W_Z,SV+HLD_Z,K_Z,Impact_ERA_Z,Impact_WHIP_Z
1062,7,29,SS 7,SS,Jacob Wilson,ATH,SS,33266,71.674,10.663,64.376,5.914,0.34,,,51.14,,,0.0,1.55,-1.55,-100.0,Balanced,0.0,4.508007983420601,False,1.2936780367798357,0.14092251911984194,1.0925025045099013,0.020210750372439055,1.5513834332346563,,,,,
1063,7,30,SS 7,SS,Xavier Edwards,MIA,SS,22266,69.165,3.521,44.36,27.498,0.339,,,83.655,,,0.0,1.73,-1.73,-100.0,SB Specialist,0.0,5.02785280446298,False,1.202690636228818,-0.6547302090781439,0.3589119342030726,2.249543530588307,1.522910465145718,,,,,
1064,7,569,RP 7,RP,Kenley Jansen,DET,RP,3096,26.967,7.526,,,,3.666,23.884,57.234,3.965,1.209,0.0,2.08,-2.08,-100.0,SV+HLD Specialist,0.0,3.1253989625298746,False,,,,,,-0.2681594346118032,2.467332704476634,0.05240728342481233,0.2746538719356673,0.5963437407706615
1065,7,188,SP 7,SP,Robbie Ray,SFG,SP,11486,86.816,24.671,,,,21.376,0.0,176.127,4.234,1.279,2.43,2.1,-2.1,-100.0,K Specialist,0.0,4.8385671445016785,False,,,,,,2.331697702750281,-0.6211034172977374,2.6779290947526317,-0.4475628832306357,0.23885814080220177
1066,7,31,SS 7,SS,Ceddanne Rafaela,BOS,SS/OF,24262,69.322,16.057,63.451,19.549,0.293,,,120.839,,,0.0,2.18,-2.18,-100.0,Balanced,0.0,3.5429650078853614,False,1.2083918556829876,0.7418344925817938,1.05859322351309,1.428479764107969,-1.4299756046264618,,,,,
1067,7,47,2B 7,2B,Brandon Lowe,PIT,2B/DH,18882,67.266,22.906,70.992,4.318,0.308,,,135.47,,,0.0,2.51,-2.51,-100.0,Balanced,0.0,3.4915159385329435,False,1.1338190348072688,1.504830826189427,1.3349949124856944,-0.1447002268001217,-0.4686443890652984,,,,,
1068,7,40,C 7,C,Francisco Alvarez,NYM,C,26121,51.314,19.244,57.177,1.115,0.312,,,111.015,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.028273435453624,False,0.5552794492165911,1.0968403500566921,0.8286353746606322,-0.475517873182136,-0.2046961895189093,,,,,
1069,7,189,SP 7,SP,Shane Bieber,TOR,SP,19427,45.443,13.023,,,,13.351,0.27,94.808,3.712,1.171,0.2,0.0,0.0,0.0,Balanced,0.0,4.661965702145802,False,,,,,,1.15370313141609,-0.5861610670779246,0.8821591480390228,1.2134304966056502,1.5868900590836068
1070,7,190,SP 7,SP,Reid Detmers,LAA,SP,27468,69.808,18.68,,,,15.599,0.496,147.221,4.275,1.281,0.0,0.0,0.0,0.0,K Specialist,0.0,2.8878602610108604,False,,,,,,1.483588470686501,-0.5570054548474493,2.039593878950791,-0.5098875040133488,0.15276685888917957
1071,7,105,OF 7,OF,Jung Hoo Lee,SFG,OF,33824,65.245,8.339,55.582,9.311,0.328,,,63.545,,,0.0,0.0,0.0,0.0,Balanced,0.0,3.191215000055032,False,1.0605373297875833,-0.11799245708730267,0.7701884114033744,0.3710930373236191,0.7610534258000757,,,,,
1072,7,191,SP 7,SP,Jameson Taillon,CHC,SP,11674,81.148,25.047,,,,21.8,0.0,118.894,4.384,1.229,0.0,0.0,0.0,0.0,QS+W Specialist,0.0,3.7890981249723192,False,,,,,,2.3940240907993773,-0.6211034172977374,1.4140448006273028,-1.0464932709779877,1.224439790288523
1073,7,31,3B 7,3B,Brett Baty,NYM,3B,26123,51.063,16.274,51.578,5.161,0.309,,,110.099,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.8434382496289763,False,0.5461981174651662,0.7659984198040072,0.6234461078419461,-0.057622620096523386,-0.36743827937190987,,,,,
1074,7,106,OF 7,OF,Nick Castellanos,SDP,OF,11737,38.383,10.54,40.718,2.707,0.296,,,78.147,,,0.0,0.0,0.0,0.0,Balanced,0.0,-0.48229884412748625,False,0.08630337489210647,0.12714161641173777,0.22539322400918588,-0.3111016434013506,-0.7407615186745642,,,,,
1075,7,192,SP 7,SP,Seth Lugo,KCR,SP,12447,81.841,22.958,,,,20.635,0.0,130.355,4.407,1.311,0.93,0.0,0.0,0.0,QS+W Specialist,0.0,2.050153116585601,False,,,,,,2.2229935294353327,-0.6211034172977374,1.6671396566539023,-1.1493746571943586,-0.439838204371143
1076,7,193,SP 7,SP,Brayan Bello,BOS,SP,23920,78.837,17.961,,,,21.11,0.0,126.034,4.231,1.323,0.2,0.0,0.0,0.0,QS+W Specialist,0.0,2.6919430437954777,False,,,,,,2.292686457319325,-0.6211034172977374,1.5717184130546582,-0.39438306892707226,-0.683941350016543
1077,7,48,2B 7,2B,Jonathan India,KCR,2B,21523,61.697,11.817,49.869,5.694,0.337,,,99.109,,,0.0,0.0,0.0,0.0,Balanced,0.0,3.1699442170763015,False,0.9318573250462464,0.2694514395267931,0.5608026328314076,-0.0024970187469428324,1.235731505658757,,,,,
1078,7,194,SP 7,SP,Bailey Ober,MIN,SP,21224,83.98,27.069,,,,19.44,0.0,143.156,4.413,1.202,7.84,0.0,0.0,0.0,QS+W Specialist,0.0,4.627231068805823,False,,,,,,2.047548622658069,-0.6211034172977374,1.949825918934376,-1.2046627492762016,1.818856585430077
1079,7,107,OF 7,OF,Victor Scott II,STL,OF,31349,55.692,7.085,38.535,32.766,0.291,,,113.99,,,0.0,0.0,0.0,0.0,SB Specialist,0.0,2.241051351415264,False,0.7140830727787492,-0.2577856222219532,0.14539928031739968,2.7936520452300706,-1.4401447582047968,,,,,
1080,7,32,3B 7,3B,Matt Shaw,CHC,3B,33322,37.182,8.36,31.507,10.884,0.311,,,60.181,,,0.0,0.0,0.0,0.0,Balanced,0.0,0.17255583670171967,False,0.04276085532037835,-0.11572646225235661,-0.11218590966713375,0.5335447377950998,-0.1776229546894346,,,,,
1081,7,195,SP 7,SP,Andrew Painter,PHI,SP,sa3017880,55.432,14.794,,,,11.277,1.132,83.271,4.662,1.366,0.2,0.0,0.0,0.0,Balanced,0.0,-1.2048516187474434,False,,,,,,0.8492439519584347,-0.4747823823255139,0.6273793485070718,-1.43617927878579,-0.9930468083858246
1082,7,33,3B 7,3B,Zach McKinstry,DET,3B/SS/OF,19392,48.312,7.739,36.208,13.595,0.304,,,87.829,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.3234754568090739,False,0.44640864336753966,-0.18483262036766895,0.06013129259681835,0.8135676300377934,-0.55521415733729,,,,,
1083,7,196,SP 7,SP,Yusei Kikuchi,LAA,SP,20633,84.768,25.252,,,,19.643,0.0,168.169,4.237,1.311,2.61,0.0,0.0,0.0,K Specialist,0.0,3.5607870660159193,False,,,,,,2.0772775581296683,-0.6211034172977374,2.5021914746270157,-0.4485254433094538,-0.4738314851665923
1084,7,197,SP 7,SP,Michael Wacha,KCR,SP,14078,85.283,21.894,,,,21.434,0.0,125.108,4.352,1.287,0.2,0.0,0.0,0.0,QS+W Specialist,0.0,2.8094546954482484,False,,,,,,2.340191684313595,-0.6211034172977374,1.551269426344892,-0.9621674610741169,0.04903595325826698
1085,7,198,SP 7,SP,Brady Singer,CIN,SP,25377,88.301,23.736,,,,22.541,0.0,154.219,4.402,1.289,0.0,0.0,0.0,0.0,QS+W Specialist,0.0,3.55863895517221,False,,,,,,2.5027605606221712,-0.6211034172977374,2.1941316856407953,-1.21782335491545,0.01085303817260625
1086,7,41,C 7,C,Ryan Jeffers,MIN,C/DH,24618,57.114,15.567,56.682,2.503,0.325,,,105.842,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.8084041537199367,False,0.7656370387717626,0.6872010674560515,0.8105079099167684,-0.3321526801273966,0.5282245828024081,,,,,
1087,7,570,RP 7,RP,Robert Garcia,TEX,RP,23363,26.64,6.809,,,,3.483,26.074,64.94,3.654,1.234,0.0,0.0,0.0,0.0,SV+HLD Specialist,0.0,3.9703481323737,False,,,,,,-0.29494057973097737,2.750479521362878,0.22257774420968052,0.8194786351674672,0.4444336045397699
1088,7,32,SS 7,SS,Masyn Winn,STL,SS,27479,72.625,13.001,60.082,13.545,0.306,,,110.92,,,0.0,0.0,0.0,0.0,Balanced,0.0,3.0652166603574575,False,1.3281827453593316,0.40137823812773926,0.9351351462997749,0.8083722659863724,-0.7114771188586652,,,,,
1089,7,199,SP 7,SP,Parker Messick,CLE,SP,31986,56.181,14.416,,,,15.171,0.21,105.338,4.007,1.285,0.0,0.0,0.0,0.0,Balanced,0.0,2.870410850894034,False,,,,,,1.4207644228119707,-0.5939411487271128,1.1146857684052809,0.43319104020225446,0.07695528414049797
1090,7,33,SS 7,SS,Jordan Lawlar,ARI,SS,29976,40.203,7.562,33.644,11.289,0.304,,,91.912,,,0.0,0.0,0.0,0.0,Balanced,0.0,-0.2959793070241621,False,0.15233524677636925,-0.20455368259393092,-0.03387423575242656,0.575376197851273,-0.46058242371766517,,,,,
1091,7,108,OF 7,OF,Carson Benge,NYM,OF,sa3025452,44.724,9.504,39.78,8.377,0.313,,,79.967,,,0.0,0.0,0.0,0.0,Balanced,0.0,0.7233131066954497,False,0.31629608030279505,0.011731848008880046,0.19102947361725928,0.2745894082873632,-0.13999707268422282,,,,,
1092,7,34,3B 7,3B,Nolan Arenado,ARI,3B,9777,60.342,16.092,69.228,3.017,0.306,,,77.302,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.379460705138328,False,0.8826933740788678,0.7457114158982205,1.270306325197138,-0.2790804353850178,-0.6154701987914877,,,,,
1093,7,109,OF 7,OF,Cedric Mullins,TBR,OF,17929,52.57,13.813,48.976,18.821,0.299,,,101.972,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.337304250047442,False,0.6008529375506192,0.4918397821777039,0.5280588459285204,1.3532657660514125,-0.848907080502182,,,,,
1094,7,200,SP 7,SP,Ian Seymour,TBR,SP,27932,51.583,13.973,,,,11.963,0.646,101.92,4.071,1.207,0.0,0.0,0.0,0.0,Balanced,0.0,3.1093292452740027,False,,,,,,0.9499297831892455,-0.5375445438341997,1.0392055993189082,0.20305955781000062,1.1425106614777583
1095,7,571,RP 7,RP,Edwin Uceta,TBR,RP,20539,27.526,7.903,,,,4.318,24.957,73.352,3.692,1.179,0.0,0.0,0.0,0.0,SV+HLD Specialist,0.0,4.578313991882917,False,,,,,,-0.1723914807119816,2.6060658128595153,0.4083344844975222,0.7733420355061116,0.8995778354780469
1096,7,48,1B 7,1B,Bryce Eldridge,SFG,1B,33390,41.377,14.806,50.065,1.882,0.303,,,119.116,,,0.0,0.0,0.0,0.0,Balanced,0.0,0.489382470861532,False,0.19490580272613994,0.6024546431225438,0.5679971765621405,-0.3963324686091356,-0.5927905073087614,,,,,
1097,7,49,2B 7,2B,Lenyn Sosa,CHW,2B/3B,22896,39.924,12.914,46.286,2.086,0.282,,,88.252,,,0.0,0.0,0.0,0.0,Balanced,0.0,-0.47409377435758027,False,0.14220216334446795,0.3916747892524289,0.4294976284008234,-0.3752545771186091,-1.5177358793872722,,,,,
1098,7,572,RP 7,RP,Kirby Yates,LAA,RP,9073,27.032,8.046,,,,3.106,20.394,66.248,3.991,1.278,0.0,0.0,0.0,0.0,SV+HLD Specialist,0.0,2.2880583709246514,False,,,,,,-0.350270369762314,2.01600883093905,0.2514580733879012,0.23320833104126465,0.08414574689924782
1099,7,35,3B 7,3B,Josh Jung,TEX,3B,26299,54.706,16.6,59.868,4.166,0.293,,,129.149,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.3093623889127162,False,0.6783162621826819,0.8022721620979337,0.9272772238552045,-0.16038237638118044,-1.335264439963041,,,,,
1100,7,34,SS 7,SS,Anthony Volpe,NYY,SS,27647,54.251,14.163,48.351,16.036,0.291,,,108.985,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.8145687467086955,False,0.6618037607992003,0.5308318270268266,0.5051667826874823,1.0656099234429135,-1.2559756011853243,,,,,
1101,7,110,OF 7,OF,Tommy Edman,LAD,OF,19470,54.847,12.322,49.385,8.829,0.297,,,77.474,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.1292984002797402,False,0.6834190711979593,0.3257448117046837,0.5430746613461529,0.3212423314433441,-0.9320244312533095,,,,,
1102,7,36,3B 7,3B,Josh Smith,TEX,3B/SS,26396,58.958,9.834,44.098,9.248,0.325,,,96.795,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.6298683271036687,False,0.8325175654602718,0.04855482110596724,0.34930577061761603,0.3645353104125909,0.510112555862489,,,,,
1103,7,49,1B 7,1B,Nolan Schanuel,LAA,1B,33189,70.102,12.558,57.117,6.235,0.352,,,84.347,,,0.0,0.0,0.0,0.0,OBP Specialist,0.0,5.175941862565143,False,1.2366984828075371,0.35196974701177947,0.8264473244276992,0.053351595492497655,2.413340342579124,,,,,
1104,7,35,SS 7,SS,J.P. Crawford,SEA,SS,15491,66.038,11.284,54.992,5.355,0.333,,,115.719,,,0.0,0.0,0.0,0.0,Balanced,0.0,3.430745353548976,False,1.0893045516135829,0.2100387037609726,0.748568129453505,-0.037538354891775594,1.1519817752757955,,,,,
1105,7,201,SP 7,SP,David Peterson,NYM,SP,20302,76.3,15.593,,,,22.126,0.0,142.808,3.948,1.336,0.0,0.0,0.0,0.0,QS+W Specialist,0.0,4.134490723950406,False,,,,,,2.44178768985641,-0.6211034172977374,1.942140986563967,0.8575533246923003,-0.9727410981761231
1106,7,36,SS 7,SS,Brooks Lee,MIN,SS,31595,54.3,13.581,59.642,4.611,0.291,,,93.527,,,0.0,0.0,0.0,0.0,Balanced,0.0,0.7973044507144925,False,0.6635953653859431,0.4660047673190995,0.9190014827731898,-0.1144338743550343,-1.4943537242401068,,,,,
1107,7,202,SP 7,SP,Chris Bassitt,BAL,SP,12304,84.747,22.17,,,,21.944,0.308,149.789,4.253,1.311,0.0,0.0,0.0,0.0,QS+W Specialist,0.0,3.586258029427766,False,,,,,,2.415060861591339,-0.5813341733538796,2.0963033798910495,-0.5230614623792998,-0.4749460685764181
1108,7,203,SP 7,SP,Mitch Keller,PIT,SP,17594,91.678,22.256,,,,22.662,0.0,154.542,4.317,1.284,0.0,0.0,0.0,0.0,QS+W Specialist,0.0,4.113031248899074,False,,,,,,2.5205471283064287,-0.6211034172977374,2.201264539536319,-0.8707004063726266,0.12477975859198237
1109,7,573,RP 7,RP,Will Vest,DET,RP,19769,25.989,5.531,,,,4.265,22.409,65.12,3.347,1.202,0.0,0.0,0.0,0.0,SV+HLD Specialist,0.0,4.641330428072272,False,,,,,,-0.18015438677952492,2.2765871265635704,0.22654608428715917,1.4258977224192138,0.7468214361184429
1110,7,50,2B 7,2B,Colt Keith,DET,2B,27899,61.542,15.216,54.794,3.047,0.325,,,102.245,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.901975746507361,False,0.9262358936505959,0.6481644602699582,0.7412929540558968,-0.2759456580696972,0.5196036187104434,,,,,
1111,7,204,SP 7,SP,Cody Ponce,TOR,SP,17920,66.11,18.182,,,,17.202,0.974,138.669,4.041,1.254,0.0,0.0,0.0,0.0,Balanced,0.0,4.474758554970958,False,,,,,,1.7189566117245534,-0.4951496548767666,1.8507388742618909,0.37605285293739066,0.6345578456811252
1112,7,42,C 7,C,Logan O'Hoppe,LAA,C,24729,47.665,18.82,53.037,2.302,0.288,,,128.847,,,0.0,0.0,0.0,0.0,Balanced,0.0,0.7049912827870616,False,0.4229618343527785,1.0495597105310703,0.6769049029802394,-0.35294239933753624,-1.401146403100619,,,,,
1113,7,574,RP 7,RP,Luis García,NYM,RP,6984,26.637,5.415,,,,2.772,10.985,50.341,3.932,1.324,0.0,0.0,0.0,0.0,Balanced,0.0,0.3860955113762383,False,,,,,,-0.39934197738708166,0.799307082497402,-0.0998272518679695,0.3254987701735225,-0.253907482545206
1114,7,50,1B 7,1B,Spencer Steer,CIN,1B/OF,26323,48.049,13.526,50.528,7.428,0.316,,,89.822,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.7760624443059163,False,0.4368775971044627,0.45985516481718064,0.5849371567574781,0.17651374265344066,0.014425501170153433,,,,,
1115,7,205,SP 7,SP,Ryan Weathers,NYY,SP,23796,59.188,17.326,,,,14.607,0.341,118.279,3.995,1.246,0.0,0.0,0.0,0.0,Balanced,0.0,3.6266238138409888,False,,,,,,1.3380838947049152,-0.5770713310235412,1.4004636701451143,0.4978545282427771,0.7063682948392689
1116,7,51,1B 7,1B,Jake Burger,TEX,1B/3B/DH,22275,61.996,25.02,74.341,1.596,0.29,,,131.842,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.794103599420083,False,0.9426976208150201,1.740275933572673,1.457730969772899,-0.42586857803546474,-1.5323550982952703,,,,,
1117,7,206,SP 7,SP,Bryce Miller,SEA,SP,29837,71.334,21.31,,,,17.354,0.0,126.32,4.182,1.201,4.85,0.0,0.0,0.0,Balanced,0.0,4.542959532360128,False,,,,,,1.741332219569012,-0.6211034172977374,1.5780341908073505,-0.16760697238769082,1.6420897589272736
1118,7,207,SP 7,SP,Shane Smith,CHW,SP,31687,77.955,21.475,,,,17.83,0.0,154.222,4.109,1.252,0.0,0.0,0.0,0.0,K Specialist,0.0,4.780339790235674,False,,,,,,1.811138185230463,-0.6211034172977374,2.1941979350577823,0.13522045420186918,0.7720067240617292
1119,7,208,SP 7,SP,Quinn Priester,MIL,SP,25977,62.766,15.232,,,,16.187,0.0,102.974,4.143,1.294,0.0,0.0,0.0,0.0,Balanced,0.0,2.352217632230109,False,,,,,,1.569994841380437,-0.6211034172977374,1.0624812278200895,-0.012270531375537677,-0.06510369545376726
1120,7,37,3B 7,3B,Ernie Clement,TOR,3B/SS,20352,63.686,10.259,56.01,8.395,0.297,,,56.976,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.5124476759406407,False,1.0039929834072057,0.09582543410577087,0.7858676055348441,0.2763969405120127,-1.1511319779809637,,,,,
1121,7,575,RP 7,RP,Luis Garcia,HOU,RP,23735,24.648,6.512,,,,3.171,9.854,46.027,4.106,1.32,0.0,0.0,0.0,0.0,Balanced,0.0,-0.09405315258063209,False,,,,,,-0.3407571397718638,0.6530938534965064,-0.1950784552969489,0.04782131713097652,-0.20107935724052417
1122,7,209,SP 7,SP,Ryne Nelson,ARI,SP,26253,80.246,21.172,,,,19.93,0.407,130.108,4.217,1.258,0.2,0.0,0.0,0.0,QS+W Specialist,0.0,4.136253386779074,False,,,,,,2.119527262483658,-0.5684401809074068,1.661685121322032,-0.34120441322247075,0.6563285033508249
1123,7,43,C 7,C,Dillon Dingler,DET,C,27464,44.466,11.924,48.905,1.315,0.3,,,105.106,,,0.0,0.0,0.0,0.0,Balanced,0.0,0.16238631525712033,False,0.3069173566968905,0.28140528641910995,0.52545664213391,-0.4548686250477405,-0.7469748014896237,,,,,
1124,7,576,RP 7,RP,Seranthony Domínguez,CHW,RP,19249,27.852,7.323,,,,3.17,27.185,63.79,3.92,1.302,0.0,0.0,0.0,0.0,SV+HLD Specialist,0.0,3.043866624407022,False,,,,,,-0.3409381470181059,2.8942415061100997,0.19718655099273763,0.36161492886333585,-0.09946313261381619
1125,7,111,OF 7,OF,Jordan Beck,COL,OF,31431,63.223,15.262,58.319,16.164,0.309,,,155.164,,,0.0,0.0,0.0,0.0,Balanced,0.0,3.2588178674143173,False,0.9871830901692445,0.6532334261003443,0.8705125303750256,1.0788720455940561,-0.42562724419934195,,,,,
1126,7,44,C 7,C,Kyle Teel,CHW,C,33549,47.789,11.474,42.073,5.801,0.334,,,102.515,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.7950879914642568,False,0.42745535273936613,0.23119467323768234,0.27506599588010944,0.00854648670788693,0.8220004796259132,,,,,
1127,7,37,SS 7,SS,Kevin McGonigle,DET,SS,sa3022895,52.246,12.79,48.234,8.856,0.331,,,59.77,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.2873365926068647,False,0.5890878256490126,0.3777824807018987,0.5008969694188607,0.32406518034046816,0.682580974557343,,,,,
1128,7,112,OF 7,OF,Colton Cowser,BAL,OF,29591,64.402,20.672,61.774,13.195,0.31,,,161.144,,,0.0,0.0,0.0,0.0,Balanced,0.0,3.8844243479339218,False,1.0299567429952452,1.2559501742095982,0.9971372330510782,0.7722319502489527,-0.3436533804812001,,,,,
1129,7,51,2B 7,2B,Luis García Jr.,WSN,2B,20391,58.179,14.748,61.506,13.402,0.306,,,79.235,,,0.0,0.0,0.0,0.0,Balanced,0.0,3.0042183470324106,False,0.8042762194745106,0.5959151201721339,0.9873258252226667,0.7936124742776636,-0.539991550071613,,,,,
1130,7,52,1B 7,1B,Andrew Vaughn,MIL,1B/DH,26197,55.271,18.93,72.69,0.717,0.309,,,105.202,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.5587574277329894,False,0.6988145397621761,1.0619257590403632,1.3972205688587875,-0.5165699253430402,-0.41799971150786236,,,,,
1131,7,210,SP 7,SP,Grayson Rodriguez,LAA,SP,24492,57.674,15.674,,,,17.327,0.0,126.564,3.979,1.249,6.53,0.0,0.0,0.0,Balanced,0.0,4.205249736291453,False,,,,,,1.737402321773472,-0.6211034172977374,1.5834224767222351,0.5407230543567769,0.645352722739225
1132,7,211,SP 7,SP,Braxton Ashcraft,PIT,SP,23793,62.391,13.637,,,,13.365,1.47,120.573,3.853,1.288,0.0,0.0,0.0,0.0,Balanced,0.0,3.658346375588919,False,,,,,,1.1556761544408216,-0.4310703389672792,1.4511223910006257,1.0765059989837271,0.022373686730199956
1133,7,212,SP 7,SP,Logan Henderson,MIL,SP,31475,43.564,13.422,,,,11.386,0.439,89.073,4.074,1.196,0.0,0.0,0.0,0.0,Balanced,0.0,2.5520581462655425,False,,,,,,0.865157322187665,-0.5643478470978712,0.7554968877029464,0.1625302156862237,1.0956615149726068
1134,7,38,3B 7,3B,Miguel Vargas,CHW,3B/OF,20178,71.155,18.553,65.71,7.291,0.319,,,112.08,,,0.0,0.0,0.0,0.0,Balanced,0.0,4.248980047644891,False,1.2748770688088347,1.0199146158614942,1.1413726247878393,0.16245010907011104,0.18996793966684425,,,,,
1135,7,213,SP 7,SP,Mike Burrows,HOU,SP,24728,64.573,19.458,,,,13.825,0.317,125.792,4.119,1.256,0.0,0.0,0.0,0.0,Balanced,0.0,3.40623970906507,False,,,,,,1.2232771494302885,-0.580080510295194,1.566374293417765,0.07558156876513358,0.5768906364441158
1136,7,214,SP 7,SP,Luis Gil,NYY,SP,21052,49.912,13.342,,,,11.835,0.321,96.554,4.251,1.324,2.24,0.0,0.0,0.0,Balanced,0.0,0.7267442425237186,False,,,,,,0.931062750515254,-0.5795697347323463,0.9207096837833414,-0.30080037763740375,-0.4474881052432098
1137,7,113,OF 7,OF,Mickey Moniak,COL,OF,19956,60.024,19.962,64.718,9.099,0.299,,,118.56,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.8168729279311413,False,0.8711712530827507,1.1768297449186067,1.1050187382544008,0.34919504264088025,-0.8991229174038027,,,,,
1138,7,215,SP 7,SP,Joey Cantillo,CLE,SP,23335,60.164,15.069,,,,13.185,0.712,133.931,3.905,1.301,0.0,0.0,0.0,0.0,Balanced,0.0,3.4596439485399673,False,,,,,,1.1293295441544748,-0.5290233837398379,1.7461089617015533,0.8361558561461307,-0.19213893354322964
1139,7,114,OF 7,OF,Evan Carter,TEX,OF,27790,54.205,11.18,44.62,17.446,0.321,,,97.918,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.6932320017165208,False,0.6601354650301686,0.19845249614866195,0.36840814551551715,1.2113383357719376,0.2506859366815511,,,,,
1140,7,216,SP 7,SP,Casey Mize,DET,SP,20492,71.912,19.362,,,,18.619,0.0,126.242,4.116,1.252,0.0,0.0,0.0,0.0,Balanced,0.0,4.2181153412888,False,,,,,,1.9269490582944617,-0.6211034172977374,1.5763117059657072,0.0952381689200927,0.7199494188549244
1141,7,115,OF 7,OF,Justin Crawford,PHI,OF,sa3020240,53.718,5.502,38.104,22.982,0.321,,,89.521,,,0.0,0.0,0.0,0.0,Balanced,0.0,2.4806062982181247,False,0.6424914239076918,-0.43411878961392886,0.1295991386856169,1.783045285295206,0.24704735632030167,,,,,
1142,7,116,OF 7,OF,Jasson Domínguez,NYY,OF/DH,28080,30.814,7.4,26.12,10.489,0.316,,,60.407,,,0.0,0.0,0.0,0.0,Balanced,0.0,-0.9607796894713938,False,-0.18820381371226763,-0.222668272572409,-0.30962720631426155,0.49272549578473046,-0.005643140802764945,,,,,
1143,7,39,3B 7,3B,Mark Vientos,NYM,3B,22184,50.169,18.531,58.7,1.146,0.298,,,115.238,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.2252513384895474,False,0.5137678984071624,1.01737456265418,0.8844581436686777,-0.47230046582225993,-0.8731527285888764,,,,,
1144,7,117,OF 7,OF,Chase DeLauter,CLE,OF,32127,51.108,12.104,48.808,2.901,0.313,,,83.531,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.1087088276165975,False,0.5478228924750059,0.301447197471559,0.5219088487913988,-0.2910803836055763,-0.16496756064800577,,,,,
1145,7,217,SP 7,SP,Spencer Schwellenbach,ATL,SP,31846,27.344,7.309,,,,9.762,0.0,60.597,3.62,1.113,6.35,0.0,0.0,0.0,Balanced,0.0,2.5394217097696155,False,,,,,,0.6267033966273022,-0.6211034172977374,0.12665521335524027,0.9084663119143773,1.4587902884401778
1146,7,53,1B 7,1B,Ryan O'Hearn,PIT,1B/OF/DH,16442,60.231,13.804,60.317,3.086,0.338,,,95.88,,,0.0,0.0,0.0,0.0,Balanced,0.0,3.921027770954818,False,0.8786822107733261,0.4908594107643547,0.9437444092765916,-0.2718771612509005,1.2546464401372246,,,,,
1147,7,45,C 7,C,Tyler Stephenson,CIN,C,17988,48.259,14.161,51.591,0.803,0.315,,,120.606,,,0.0,0.0,0.0,0.0,Balanced,0.0,1.2214181748495774,False,0.44447922304335524,0.5305533124207615,0.6239225676916634,-0.5077304730391702,-0.04665345963248009,,,,,
1148,7,218,SP 7,SP,Clay Holmes,NYM,SP,13649,67.199,13.107,,,,18.985,0.71,119.055,3.864,1.332,0.0,0.0,0.0,0.0,Balanced,0.0,3.626706422691309,False,,,,,,1.9807139357183852,-0.5292496780038226,1.4176001860055667,1.1118007834662438,-0.8149190002479982
1149,7,219,SP 7,SP,Rhett Lowder,CIN,SP,33876,56.929,14.303,,,,11.233,0.926,84.298,4.413,1.322,0.0,0.0,0.0,0.0,Balanced,0.0,-0.1274694103464241,False,,,,,,0.8427817143432065,-0.5013235736737697,0.6500565239414766,-0.8163420884215536,-0.4567784160550805
1150,7,46,C 7,C,Liam Hicks,MIA,C,29844,30.337,4.315,29.289,1.702,0.333,,,48.826,,,0.0,0.0,0.0,0.0,Balanced,0.0,-0.7299049417875655,False,-0.20547430165167888,-0.5663742354500318,-0.19348095525622516,-0.4148374670873184,0.6072722980800362,,,,,
1151,7,40,3B 7,3B,Oswaldo Cabrera,NYY,3B,21707,17.697,3.343,15.162,1.995,0.291,,,32.639,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.104209513917858,False,-0.6639002186020041,-0.6745660193221048,-0.7112498739441352,-0.3845979694067114,-0.4390935488197889,,,,,
1152,7,47,C 7,C,David Fry,CLE,C/1B/OF/DH,24934,22.464,7.124,24.752,1.765,0.294,,,57.07,,,0.0,0.0,0.0,0.0,Balanced,0.0,-1.5958682169117204,False,-0.491021256171124,-0.253437452192064,-0.3597654428076014,-0.40834894283860523,-0.5125265608022779,,,,,
