Name,auction_value,Position
Gerelmi Maldonado,3743639860260317.5,Pitcher
Ervin Torres,3756659117094817.5,Pitcher
Douglas Orellana,3756823537096526.5,Pitcher
Garrett Apker,3759086819726227.0,Pitcher
Gleiner Diaz,3763646490840591.0,Pitcher
Ronny Chalas,3779240364376074.5,Pitcher
Paxton Thompson,3780475192603441.0,Pitcher
C.J. Widger,3781347683194225.0,Pitcher
Trennor O'Donnell,3786354412490474.5,Pitcher
Yovannki Pascual,3788031042217981.0,Pitcher
Christian Zazueta,3790619768813127.0,Pitcher
Easton Lucas,3790788856105719.0,Pitcher
Hayden Juenger,3794351907928181.0,Pitcher
Eduardo Rivera,3796554633288266.5,Pitcher
Jose Acuna,3800392637194829.0,Pitcher
Ben Miller,3800664232174965.0,Pitcher
Alex Santos II,3806031495930214.5,Pitcher
Rico Garcia,3815946731297133.0,Pitcher
Brendan Collins,3818736945203141.5,Pitcher
Kai-Wei Teng,3823505597245297.0,Pitcher
Logan VanWey,3823678147384438.5,Pitcher
Vinny Nittoli,3825209129709025.0,Pitcher
Owen Murphy,3832724115468043.0,Pitcher
Jacob Lopez,3844125241942556.0,Pitcher
Juan Rojas,3844247565278003.0,Pitcher
Hugh Fisher,3851027111525763.0,Pitcher
Casey Anderson,3851482600693755.0,Pitcher
Jimmy Lambert,3852275989298421.5,Pitcher
Gordon Graceffo,3852822316326547.0,Pitcher
Gavin Collyer,3856976303550229.0,Pitcher
Alfredo Romero,3857891300251645.5,Pitcher
Braxton Roxby,3860912762275997.5,Pitcher
Saul Garcia,3863320520621359.0,Pitcher
Cayne Ueckert,3864202705599977.0,Pitcher
Reggie Crawford,3864277055323361.0,Pitcher
Ryan Garcia,3872649889984705.5,Pitcher
Jacob Bresnahan,3875384328376223.0,Pitcher
Marlon Franco,3885880710604205.0,Pitcher
Andrew Taylor,3886091400328559.0,Pitcher
Joel Canizalez,3892233444105092.0,Pitcher
Mike Vasil,3895313282338332.0,Pitcher
Alan Rangel,3896533630305187.0,Pitcher
Paxton Schultz,3898572142226699.0,Pitcher
Sadrac Franco,3908443519519169.5,Pitcher
Rayven Antonio,3912510217218176.0,Pitcher
Railin Perez,3919667681318390.5,Pitcher
Luis Valdez,3928244764371973.0,Pitcher
Ross Dunn,3931804661279145.0,Pitcher
Thomas Schultz,3933555841146829.0,Pitcher
Danny Kirwin,3937984425718725.5,Pitcher
Cristopher Castro,3940574898223784.0,Pitcher
Josh Trentadue,3942459573231063.0,Pitcher
Magdiel Cotto,3942551815600205.0,Pitcher
Matt Pushard,3945164287095379.0,Pitcher
Shay Schanaman,3948088019687140.0,Pitcher
Matt Turner,3959165630782153.5,Pitcher
Charlee Soto,3959949698903741.0,Pitcher
Alex McFarlane,3963277768135109.5,Pitcher
Matt Festa,3968255436751739.0,Pitcher
Hayden Merda,3968445876360637.0,Pitcher
Wyatt Crowell,3969144963151615.0,Pitcher
Felix Castro,3972667692542541.0,Pitcher
Gerson Moreno,3977341975655417.0,Pitcher
Reid Birlingmair,3978953418249841.5,Pitcher
Gabe Morales,3981950784790067.0,Pitcher
Eduarniel Nunez,3986361550173838.5,Pitcher
Caden Monke,3993011546227021.0,Pitcher
Conor Steinbaugh,3996258420551733.0,Pitcher
Kai Wynyard,3998134523178502.5,Pitcher
Grant Ford,4002617141053044.0,Pitcher
Samy Natera Jr.,4009570597632703.0,Pitcher
Jose Chirinos,4010214834209673.0,Pitcher
Aaron Rund,4013621164933749.5,Pitcher
Chih-Jung Liu,4016617689244307.0,Pitcher
Juan De Los Santos,4016692750357655.0,Pitcher
Evan Kravetz,4017723261093889.5,Pitcher
R.J. Dabovich,4023063224450506.5,Pitcher
Jordany Ventura,4023172127266251.0,Pitcher
Gerlin Rosario,4024341722597297.0,Pitcher
Jacob Meador,4036772701848189.5,Pitcher
Ronny Henriquez,4037914580943961.5,Pitcher
Drue Hackenberg,4040993508047741.0,Pitcher
Braden Nett,4042681064269529.5,Pitcher
Bryce Bonnin,4044667365846833.0,Pitcher
Riskiel Tineo,4049433860305474.5,Pitcher
Justin Yeager,4050362588326282.5,Pitcher
Carlos Calderon,4051459533368802.5,Pitcher
Breidy Encarnación,4051621037609261.0,Pitcher
Juan Amarante,4057716968115546.5,Pitcher
Luis Madrazo,4067117749317715.0,Pitcher
Ryan Costeiu,4068275514360802.5,Pitcher
Sean Hjelle,4068810369207249.5,Pitcher
Ross Detwiler,4076234368273720.0,Pitcher
Houston Roth,4078971497305198.5,Pitcher
Francis Pena,4083085007403226.5,Pitcher
Jackson Smeltz,4084535410639098.5,Pitcher
Yondrei Rojas,4090053411401251.0,Pitcher
Sean Guenther,4090992129923521.0,Pitcher
Izack Tiger,4107095473293425.0,Pitcher
Liam Sullivan,4111220641192678.5,Pitcher
Eliazar Dishmey,4121876811554729.5,Pitcher
Sean Mullen,4122701535969574.5,Pitcher
Victor Juarez,4124227959862291.0,Pitcher
Frankeli Arias,4129414796685621.0,Pitcher
Carlos Duran,4130317005072887.0,Pitcher
Enniel Cortez,4131421888405559.0,Pitcher
Luis Rodriguez,4144341353976627.0,Pitcher
Conor Larkin,4160823040993367.0,Pitcher
Isaiah Lowe,4171904389128140.0,Pitcher
Alex Pham,4179790327318919.0,Pitcher
Anthony Flores,4182280589264394.5,Pitcher
Tyler Gilbert,4189513622290209.5,Pitcher
Taylor Rashi,4193388894544054.5,Pitcher
Wyatt Hudepohl,4199224769452415.0,Pitcher
Zach Bryant,4204712883277367.0,Pitcher
James Proctor,4212061960040985.0,Pitcher
Patrick Murphy,4212989976726839.0,Pitcher
Tyler Davis,4216082008337021.5,Pitcher
Justin Meis,4216568598345045.0,Pitcher
Hiro Wyatt,4220771116793254.5,Pitcher
Carter Baumler,4222549707296762.5,Pitcher
Ty Weatherly,4227479712592977.5,Pitcher
Ethan Small,4229522004086981.5,Pitcher
Mike Walsh,4231081325671095.0,Pitcher
Irving Cota,4236328207826745.0,Pitcher
Paulshawn Pasqualotto,4240244925007941.0,Pitcher
Brayhans Barreto,4240401398971874.5,Pitcher
Jose E. Hernandez,4246225847724881.5,Pitcher
Josh Ekness,4247606253106565.5,Pitcher
Henry Lalane,4253566188555157.0,Pitcher
Wilber Dotel,4259446428834030.5,Pitcher
Carlos Espinosa,4261707346977821.0,Pitcher
Chase Shugart,4261818354749021.0,Pitcher
Lucas Gordon,4265353902089991.0,Pitcher
Cade Smith,4266168945730213.0,Pitcher
Miguelangel Boadas,4269475556831677.0,Pitcher
Gerardo Carrillo,4294585955829886.5,Pitcher
Camilo Sanchez,4300629008092041.0,Pitcher
Kervin Castro,4301818124259886.5,Pitcher
Gabriel Hughes,4303492444145177.0,Pitcher
Bryan Magdaleno,4317825312857009.0,Pitcher
Robinson Martínez,4318315276649769.5,Pitcher
Cole McDonald,4330496678575457.0,Pitcher
Jared Johnson,4331715233028765.5,Pitcher
Yacksel Ríos,4331715617728367.0,Pitcher
Seth Keener,4338456276498678.5,Pitcher
Alvin Nova,4348416287405381.0,Pitcher
Michael Baird,4351086621998637.5,Pitcher
Dylan Dodd,4354974379729141.5,Pitcher
Samuel Sanchez,4357740167948845.5,Pitcher
Tanner Kohlhepp,4371974787395483.0,Pitcher
John Murphy,4372039865033297.5,Pitcher
Alexander Cornielle,4376153484360718.5,Pitcher
Mason Englert,4377439659694809.5,Pitcher
Jonathan Loáisiga,4382137374808152.0,Pitcher
Chance Huff,4382666938092813.5,Pitcher
Carlos A. Francisco,4383261463646417.0,Pitcher
Gerald Ogando,4393914545079616.0,Pitcher
Didier Fuentes,4397001623035561.5,Pitcher
Holden Powell,4408541689910995.0,Pitcher
Steven Fulgencio,4410036736030982.5,Pitcher
Dylan Heid,4412973830388749.5,Pitcher
James Norwood,4437870885898848.0,Pitcher
Clevari Tejada,4445790138624031.0,Pitcher
Javi Rivera,4450531077110980.0,Pitcher
Connor Cooke,4453945405030987.0,Pitcher
Wen-Hui Pan,4454244465534603.0,Pitcher
Raimon Gomez,4457450943042737.0,Pitcher
Jacob Wosinski,4464556408946320.0,Pitcher
Stephen Kolek,4466069228068449.0,Pitcher
Jack Noble,4471092100974941.0,Pitcher
Julio Mendez,4472156229433403.0,Pitcher
Marco Raya,4473611868891155.0,Pitcher
José Geraldo,4476655911690485.0,Pitcher
Michael Forret,4482659228684177.0,Pitcher
Cole Winn,4488948849532537.0,Pitcher
Melvin Hernandez,4495319774189094.5,Pitcher
Marcos Tineo,4499362523017439.0,Pitcher
Luis Amoroso,4502592197549177.0,Pitcher
Austin Strickland,4506480056530466.0,Pitcher
Jake Bockenstedt,4518525695974955.0,Pitcher
Logan Henderson,4519472676716158.0,Pitcher
Noah Song,4527220432891294.0,Pitcher
Luis Cohen,4527452405542685.0,Pitcher
Joshua Loeschorn,4528159438343361.0,Pitcher
Luis Quinones,4534257639183498.0,Pitcher
Ryan Cusick,4541039952244545.0,Pitcher
Vince Reilly,4542320689621933.0,Pitcher
Mark Adamiak,4543248855621082.0,Pitcher
Marc Davis,4547048901127336.0,Pitcher
Yujanyer Herrera,4549688923670446.0,Pitcher
Ricky Tiedemann,4550872039008068.0,Pitcher
William Kempner,4552374881798899.0,Pitcher
Will Geerdes,4556412903408492.0,Pitcher
Engert Garcia,4566111737709425.0,Pitcher
Will Mabrey,4567776984458913.0,Pitcher
Keyner Benitez,4570530682133025.0,Pitcher
Mikey Tepper,4571267859490955.0,Pitcher
Sterling Patick,4572306778113985.0,Pitcher
Layonel Ovalles,4575117765039717.0,Pitcher
Carter Loewen,4578546109434407.0,Pitcher
Tommy Kane,4578793609620388.0,Pitcher
Brandon Williamson,4580747327905162.0,Pitcher
Juan Morillo,4587519949697898.0,Pitcher
Harry Gustin,4587892928980623.0,Pitcher
Michael Darrell-Hicks,4591291229932909.0,Pitcher
Ben Simon,4591519612252734.0,Pitcher
Endrys Briceno,4591687504631242.0,Pitcher
Casey Steward,4596449857201615.0,Pitcher
T.J. Brock,4599246087639061.0,Pitcher
Ty Johnson,4603083380176337.0,Pitcher
Blake Pivaroff,4607753105125277.0,Pitcher
Jay Groome,4613877585408291.0,Pitcher
Seth Clark,4615301122157401.0,Pitcher
Caleb Bolden,4615528263836970.0,Pitcher
Parker Mushinski,4618754533368778.0,Pitcher
Luis Vargas,4622891926266870.0,Pitcher
Dylan Covey,4626543636125733.0,Pitcher
Jose Corniell,4635738563767307.0,Pitcher
Haden Erbe,4639709606249347.0,Pitcher
Nicolas Cruz,4650455727864937.0,Pitcher
Beck Way,4655453215131535.0,Pitcher
Brandon Johnson,4660111963627278.0,Pitcher
T.J. McFarland,4661478335955655.0,Pitcher
Quinn Priester,4663289525507159.0,Pitcher
Mason Barnett,4666259013966060.0,Pitcher
Matt Bowman,4666470678664879.0,Pitcher
Jose Dicochea,4673878482072925.0,Pitcher
Ian Kennedy,4674715238156021.0,Pitcher
Garrett Acton,4678544770490582.0,Pitcher
Andy Rodriguez,4686722563501492.0,Pitcher
Yosber Sanchez,4688671595519305.0,Pitcher
Dylan MacLean,4688958849809742.0,Pitcher
Zach Franklin,4689358829304797.0,Pitcher
Kevin Stevens,4699694967941579.0,Pitcher
Cade Horton,4704799761165424.0,Pitcher
Arij Fransen,4705794339623656.0,Pitcher
Isaac Coffey,4707185905233667.0,Pitcher
Tom Reisinger,4714568081039752.0,Pitcher
Cade Kuehler,4715466034945036.0,Pitcher
Jeral Vizcaino,4717092602995945.0,Pitcher
Hueston Morrill,4722562512647529.0,Pitcher
Kyle Scott,4727513913894636.0,Pitcher
Jack Little,4732004074564875.0,Pitcher
Jimmy Burnette,4737701460715278.0,Pitcher
Jarrod Cande,4747589500686746.0,Pitcher
Jack Weisenburger,4756134099974165.0,Pitcher
Nick Lockhart,4757004229274266.0,Pitcher
Nigel Belgrave,4758856634752919.0,Pitcher
Hunter Parsons,4768657783999527.0,Pitcher
Wuilberth Mendez,4785677022868629.0,Pitcher
Zach Greene,4785952298220483.0,Pitcher
Eddy Yean,4789613187953623.0,Pitcher
Justin Armbruester,4790589259388229.0,Pitcher
Justin Lewis,4791274082201953.0,Pitcher
Kyle Bischoff,4793067491757704.0,Pitcher
Ian Churchill,4799993779417072.0,Pitcher
Glenn Otto,4804175524825409.0,Pitcher
Bubba Hall,4805682714168846.0,Pitcher
Dionys Rodriguez,4812235031068031.0,Pitcher
Ocean Gabonia,4813577910769148.0,Pitcher
Ulices Campos,4817156326025530.0,Pitcher
Aaron Davenport,4817459108934882.0,Pitcher
Cooper Criswell,4817812568564345.0,Pitcher
Antwone Kelly,4819263366367340.0,Pitcher
Yunior Marte,4820969715386852.0,Pitcher
Yadiel Batista,4821544977824914.0,Pitcher
Mavis Graves,4827541214376211.0,Pitcher
Micah Ottenbreit,4827847270423723.0,Pitcher
Joel Hurtado,4828341305703470.0,Pitcher
Nathanael Heredia,4830493039289036.0,Pitcher
Jackson Kelley,4835852691988089.0,Pitcher
Spencer Bivens,4840012472559832.0,Pitcher
Tyler Vogel,4842224211730928.0,Pitcher
Tanner Burns,4844226109073038.0,Pitcher
Connor Prielipp,4848576375932667.0,Pitcher
Sadiel Baro,4849606571958674.0,Pitcher
Luke Russo,4849876857160912.0,Pitcher
Nick Mikolajchak,4851423850950452.0,Pitcher
Colton Gordon,4856573216227227.0,Pitcher
Ivan Oviedo,4858880639391582.0,Pitcher
Christian Suarez,4865186922809655.0,Pitcher
Allen Facundo,4866435846371838.0,Pitcher
Tyler Guilfoil,4868450041916300.0,Pitcher
Josh White,4876642895969753.0,Pitcher
Trey Benton,4877756559040649.0,Pitcher
Grant Hartwig,4884409882229405.0,Pitcher
Glenn Albanese Jr.,4886529634163563.0,Pitcher
Manuel Olivares,4895292307598737.0,Pitcher
Nate Garkow,4900515753058948.0,Pitcher
Sam Benschoter,4900768594579918.0,Pitcher
Eric Pardinho,4902739285287300.0,Pitcher
Zach McCambley,4913454829149059.0,Pitcher
Alberto Pacheco,4915969876465981.0,Pitcher
Misael Tamarez,4921783033127524.0,Pitcher
Pedro Garcia,4922135022648536.0,Pitcher
Nicholas Regalado,4922144351709753.0,Pitcher
Rafael Marcano,4928080431098792.0,Pitcher
Austin Troesser,4933052886836498.0,Pitcher
Daison Acosta,4935917780383194.0,Pitcher
Matt Foster,4936538115253636.0,Pitcher
Enmanuel Mejia,4941180319184580.0,Pitcher
Landon Tomkins,4945730744647089.0,Pitcher
CJ Weins,4946052658811672.0,Pitcher
Daniel Duarte,4946944444044080.0,Pitcher
Cooper Hjerpe,4947606811428696.0,Pitcher
Mason Albright,4954996289613051.0,Pitcher
Jose Rodriguez,4960608933936151.0,Pitcher
Leonardo Pestana,4966990281471485.0,Pitcher
Jose Montero,4967161146284679.0,Pitcher
Kohl Simas,4973417153805008.0,Pitcher
Cam Day,4973551745754219.0,Pitcher
Riley Gowens,4981867517231323.0,Pitcher
Jace Kaminska,4982799188243113.0,Pitcher
Emmanuel Chapman,4984899682737463.0,Pitcher
Garrett McMillan,4986002760948666.0,Pitcher
Dylan Tebrake,5001000154721676.0,Pitcher
Alex Mauricio,5001485943066483.0,Pitcher
Luis Ramirez,5018640805747843.0,Pitcher
Allan Saathoff,5019058600154916.0,Pitcher
Daniel Harper,5019937218226604.0,Pitcher
Tate Kuehner,5022554813002618.0,Pitcher
Nelson L. Alvarez,5030206136058113.0,Pitcher
Evan Taylor,5030670215738387.0,Pitcher
Jonah Dipoto,5035637505949300.0,Pitcher
Bryan Mata,5039322639989625.0,Pitcher
Jackson Ferris,5041256580724147.0,Pitcher
Matt Duffy,5060766823238477.0,Pitcher
Yeury Tatiz,5060851873222781.0,Pitcher
Jose Espada,5061632530018937.0,Pitcher
Blake Wolters,5062072337241990.0,Pitcher
Travis Sykora,5064062700072277.0,Pitcher
Gerardo Gutierrez,5066931052751378.0,Pitcher
Matt Jachec,5072418535686813.0,Pitcher
Jose Cuas,5073150473464053.0,Pitcher
Brock Bell,5076416876441223.0,Pitcher
Jared Southard,5081749032466324.0,Pitcher
Tanner Kiest,5082037483881020.0,Pitcher
Efrain Contreras,5083296937948966.0,Pitcher
Anthony Tomczak,5089069809974899.0,Pitcher
Erian Rodriguez,5095779335685859.0,Pitcher
Lorenzo Encarnacion,5095916344353987.0,Pitcher
Liu Fuenmayor,5099588812136261.0,Pitcher
Alessandro Ercolani,5102372903489515.0,Pitcher
Chris Villaman,5104402998725784.0,Pitcher
J.C. Flowers,5106921761160181.0,Pitcher
Joe Rock,5107543530304775.0,Pitcher
Peyton Pallette,5115691443355801.0,Pitcher
Harrison Cohen,5116162151056596.0,Pitcher
Jackson Nezuh,5117185079864136.0,Pitcher
Connor Schultz,5134457838885878.0,Pitcher
Woo-Suk Go,5137696306873868.0,Pitcher
Ian Koenig,5144660430991816.0,Pitcher
Esmerlin Vinicio,5147244838406068.0,Pitcher
Nicholas Padilla,5152891269739867.0,Pitcher
Luinder Avila,5155642426669022.0,Pitcher
Bryce Warrecker,5161064636168273.0,Pitcher
Cole Uvila,5163866367798239.0,Pitcher
Gabriel Agostini,5166295184483816.0,Pitcher
Adrian Florencio,5169644831897649.0,Pitcher
Vince Vannelle,5174008925960003.0,Pitcher
Valentin Linarez,5181609387181768.0,Pitcher
Alfred Vega,5188483011037475.0,Pitcher
Reiver Sanmartin,5196040621818179.0,Pitcher
Matt Wilkinson,5200403015699917.0,Pitcher
Walker Brockhouse,5203534720971138.0,Pitcher
Bryan Polanco,5212438012651645.0,Pitcher
Nathan Webb,5214825523335587.0,Pitcher
Kyle Mora,5218956653285683.0,Pitcher
Russell Smith,5225824121692409.0,Pitcher
Chris McMahon,5227758556472686.0,Pitcher
Justin Jarvis,5230330778736276.0,Pitcher
Connor Oliver,5240219524152676.0,Pitcher
Kolton Ingram,5242086538277296.0,Pitcher
Danny Watson,5244220598970216.0,Pitcher
Garrett Schoenle,5255888208161078.0,Pitcher
Payton Martin,5256395522173170.0,Pitcher
Blade Tidwell,5258263465645541.0,Pitcher
Matt Gage,5261625425693472.0,Pitcher
Zach Messinger,5264336014506454.0,Pitcher
Carlos Romero,5265781253353937.0,Pitcher
Carlson Reed,5268717499782603.0,Pitcher
Randy Labaut,5269200067515456.0,Pitcher
Mitch Neunborn,5271152084660099.0,Pitcher
Michael Hobbs,5279887891671019.0,Pitcher
Noel Vela,5280175982500357.0,Pitcher
Gilberto Batista,5283999898691112.0,Pitcher
Michael McGreevy,5284979642981732.0,Pitcher
Jervis Alfaro,5290821052997360.0,Pitcher
Jaxon Wiggins,5293655655087078.0,Pitcher
Geoff Hartlieb,5298836297458348.0,Pitcher
Luís Madero,5326664798392743.0,Pitcher
Ben Leeper,5327487105025812.0,Pitcher
Juan Carela,5329991898612091.0,Pitcher
Nick Frasso,5331376264215989.0,Pitcher
Zach Fruit,5332199447810534.0,Pitcher
Ricky Castro,5335426196520281.0,Pitcher
Bryce Osmond,5339849741988298.0,Pitcher
Jeremiah Burke,5342648316930477.0,Pitcher
Nelfy Ynfante,5346105771192463.0,Pitcher
Andrew Sears,5357682348835166.0,Pitcher
Ryan Vanderhei,5365833082055464.0,Pitcher
Tyler Morgan,5366357229518094.0,Pitcher
Andrew Walling,5368880716395626.0,Pitcher
Jonah Tong,5369621164278921.0,Pitcher
Jake Miller,5369721501524382.0,Pitcher
Matt Seelinger,5373276205623214.0,Pitcher
Riley Cooper,5374132112465247.0,Pitcher
Luis Serna,5381879242071861.0,Pitcher
Derek True,5385242198477217.0,Pitcher
Aaron Haase,5392207764341567.0,Pitcher
Jakob Hernandez,5394728221641571.0,Pitcher
Alek Manoah,5395576087999745.0,Pitcher
Michael Knorr,5399259095343976.0,Pitcher
Ray Gaither,5409530950705571.0,Pitcher
J.B. Bukauskas,5418547396513135.0,Pitcher
Roman Angelo,5426713647480663.0,Pitcher
Skylar Hales,5433090239336394.0,Pitcher
Andre Scrubb,5434136573806649.0,Pitcher
Taylor Broadway,5434739904747493.0,Pitcher
Florencio Serrano,5434757781707994.0,Pitcher
Darren Bowen,5435054736537255.0,Pitcher
Carson Skipper,5435929104688589.0,Pitcher
Nick Swiney,5437204454792067.0,Pitcher
Ben Shields,5439398924899068.0,Pitcher
Tyler Uberstine,5441366270943452.0,Pitcher
JR Ritchie,5449202713009653.0,Pitcher
Blake Holub,5460174178440286.0,Pitcher
Luke Stofel,5473163800839438.0,Pitcher
Luis Gastelum,5476562130159576.0,Pitcher
Mitch Farris,5499556551839528.0,Pitcher
Max Kranick,5500553833636993.0,Pitcher
Adam Oller,5502880719198642.0,Pitcher
Luke Murphy,5503711200001309.0,Pitcher
Mauricio Veliz,5506106110984833.0,Pitcher
Corbin Martin,5508085054260810.0,Pitcher
Devereaux Harrison,5517034404661356.0,Pitcher
Pedro Reyes,5519798037089507.0,Pitcher
Cory Lewis,5519952027376389.0,Pitcher
Bradley Hanner,5522847225724541.0,Pitcher
Dom Hamel,5523449400585766.0,Pitcher
Tyler Woessner,5524140718992315.0,Pitcher
Wesley Moore,5525791811425243.0,Pitcher
Danis Correa,5529475307147887.0,Pitcher
Jacob Steinmetz,5530317461238788.0,Pitcher
Pablo Aldonis,5542113948381409.0,Pitcher
Hobie Harris,5547395884631323.0,Pitcher
Kyle Tyler,5551034922360185.0,Pitcher
Tanner Dodson,5559270417116177.0,Pitcher
Robby Ahlstrom,5564436613407060.0,Pitcher
Brian Fitzpatrick,5570150815645227.0,Pitcher
Tyler Schlaffer,5590511051690245.0,Pitcher
Stefan Raeth,5590852146801746.0,Pitcher
David Sandlin,5595075197955833.0,Pitcher
Jared Poland,5597056836917677.0,Pitcher
Jeremy Lee,5597892690001914.0,Pitcher
Matthew Bollenbacher,5598845005595702.0,Pitcher
Peyton Alford,5599772358081200.0,Pitcher
Joan Adon,5602410441046420.0,Pitcher
Ruben Galindo,5602411474771994.0,Pitcher
Jhonathan Díaz,5603329534377107.0,Pitcher
Juan Sanchez,5604188223834482.0,Pitcher
Wilkin Ramos,5611611057088297.0,Pitcher
Jonathan Bowlan,5612189622283464.0,Pitcher
Yoldin De La Paz,5625506576644906.0,Pitcher
Alain Pena,5626922990108662.0,Pitcher
A.J. Blubaugh,5628678326488662.0,Pitcher
Camilo Hernandez,5629302821660740.0,Pitcher
Zach Peek,5638001452121225.0,Pitcher
Daniel Juarez,5643205846210082.0,Pitcher
Steven Sanchez,5648037771995872.0,Pitcher
Jesse Hahn,5652880663811483.0,Pitcher
Jamison Hill,5654370618994474.0,Pitcher
Houston Harding,5662531208725312.0,Pitcher
Harold Chirino,5662707578070575.0,Pitcher
Brody Rodning,5663062918909951.0,Pitcher
Trey McGough,5663726783857490.0,Pitcher
Chase Lee,5666158876194366.0,Pitcher
Zach Barnes,5670398194463029.0,Pitcher
Jose Gonzalez,5673855810334416.0,Pitcher
Shane Drohan,5679365924953163.0,Pitcher
Tristan Garnett,5685514872281196.0,Pitcher
Tyler Stuart,5688218004770232.0,Pitcher
Chase Hampton,5690601543097619.0,Pitcher
Cole Paplham,5695194508634327.0,Pitcher
Enmanuel Pinales,5695611252006600.0,Pitcher
Zane Morehouse,5697407037393974.0,Pitcher
Steven Echavarria,5699508777037934.0,Pitcher
J.P. Massey,5700655313011854.0,Pitcher
Cy Nielson,5700967290312788.0,Pitcher
Trevor McDonald,5703147029014697.0,Pitcher
Brett de Geus,5704663160385115.0,Pitcher
Kyle Brnovich,5707477950864709.0,Pitcher
Jeff Belge,5708876816830847.0,Pitcher
Elmer Rodriguez-Cruz,5710076238633305.0,Pitcher
Serafino Brito,5720910436432698.0,Pitcher
Brian Gonzalez,5721366938990669.0,Pitcher
Cory Wall,5725985548305446.0,Pitcher
Austin Pope,5727387915540849.0,Pitcher
Jaylen Nowlin,5729732035293382.0,Pitcher
Hunter Kublick,5745054762336662.0,Pitcher
Antonio Menendez,5745850617468943.0,Pitcher
Luis Pacheco,5753741236487767.0,Pitcher
Kenten Egbert,5754514202670265.0,Pitcher
Ben Peoples,5757205335416337.0,Pitcher
Jake Christianson,5761379687726126.0,Pitcher
Jacob Webb,5775604871409284.0,Pitcher
Jake Peppers,5776292066078572.0,Pitcher
Jonathan Brand,5780867168337778.0,Pitcher
Travis Adams,5784519130053836.0,Pitcher
Brad Deppermann,5787678489089203.0,Pitcher
Jaden Woods,5789634098849693.0,Pitcher
Josh Bostick,5791942150769357.0,Pitcher
Barrett Loseke,5792662058340404.0,Pitcher
Cristian Charle,5793535070837385.0,Pitcher
Cole Henry,5800762715338374.0,Pitcher
Keyshawn Askew,5802179759946811.0,Pitcher
Ricardo Brizuela,5805717085570996.0,Pitcher
Ricardo Velez,5806632437879118.0,Pitcher
Levi Wells,5815314802759364.0,Pitcher
T.J. Fondtain,5816875932544732.0,Pitcher
Matt Svanson,5819668932513073.0,Pitcher
Parker Messick,5827507315241462.0,Pitcher
Thomas Harrington,5844053350919890.0,Pitcher
Jarret Whorff,5849456543547932.0,Pitcher
Allan Winans,5854442717895478.0,Pitcher
Diego Granado,5858773793551927.0,Pitcher
Adam Stauffer,5861141699437066.0,Pitcher
Kyle Hill,5872505057963449.0,Pitcher
Thomas Farr,5874189378130850.0,Pitcher
Connor O'Halloran,5878749992423304.0,Pitcher
Zach Jacobs,5881089643818685.0,Pitcher
Joshua Cornielly,5885992669954961.0,Pitcher
Tyler Gough,5886428083219066.0,Pitcher
Robert Broom,5888020238020579.0,Pitcher
Kevin Herget,5891730264046603.0,Pitcher
Brody Hopkins,5892088840710290.0,Pitcher
Johnathan Harmon,5893296993014098.0,Pitcher
Charles King,5894663202944767.0,Pitcher
Justin Hagenman,5895397234146540.0,Pitcher
Joel Díaz,5908270727275408.0,Pitcher
Jackson Finley,5921386870917521.0,Pitcher
Jimmie Sherfy,5923968387304914.0,Pitcher
Hunter Barco,5926611499760529.0,Pitcher
Trent Sellers,5933469069031353.0,Pitcher
Tyler Clippard,5937707222295699.0,Pitcher
Alex Cook,5947240171567254.0,Pitcher
Avery Weems,5952236738259880.0,Pitcher
Sam Whiting,5953830526547568.0,Pitcher
Wander Arias,5959898403984488.0,Pitcher
Dylan Phillips,5971430770000284.0,Pitcher
Marco Jimenez,5983505191165597.0,Pitcher
Garrett Hawkins,6000242053440397.0,Pitcher
Ben Bowden,6014769143437251.0,Pitcher
Patrick Weigel,6033338590645414.0,Pitcher
Dylan DeLucia,6034303614156740.0,Pitcher
Adrian Quintana,6051029360573498.0,Pitcher
Brian Edgington,6051921718892161.0,Pitcher
Drew Dowd,6057314944941698.0,Pitcher
Brenan Hanifee,6062697627562087.0,Pitcher
Brett Wichrowski,6069320721624173.0,Pitcher
Daniel Nunez,6070581771753782.0,Pitcher
Gabriel Sosa,6071171408761371.0,Pitcher
Ethan Pecko,6076575556359422.0,Pitcher
Andry Lara,6095057599383812.0,Pitcher
Drake Fellows,6100428378640488.0,Pitcher
Jhosmer Alvarez,6105267530670526.0,Pitcher
Antonio Santos,6106164688260142.0,Pitcher
Nate Peterson,6109843290879630.0,Pitcher
Gabe Bierman,6110597320569014.0,Pitcher
Ricky Vanasco,6114136312239903.0,Pitcher
Alex Hoppe,6118724837752841.0,Pitcher
Wilking Rodríguez,6119792520520733.0,Pitcher
Jordan Mikel,6119808045782294.0,Pitcher
Yunior Marte,6121337669605517.0,Pitcher
Tyler Phillips,6122484638096655.0,Pitcher
Carlo Reyes,6133480839528955.0,Pitcher
Juan Burgos,6139372424109335.0,Pitcher
Jarlin Susana,6142915490715952.0,Pitcher
Wyatt Wendell,6151457587870491.0,Pitcher
Stevie Emanuels,6157301253934673.0,Pitcher
Nick Jones,6167719816365908.0,Pitcher
Jonathan Hughes,6171399878161702.0,Pitcher
Edinson Batista,6179875329619889.0,Pitcher
Noah Denoyer,6195014650990813.0,Pitcher
Austin Roberts,6204719380495638.0,Pitcher
Brayan Palencia,6209294275817378.0,Pitcher
Trent Harris,6210603687006654.0,Pitcher
