Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,HR_z,R_z,RBI_z,SB_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,SV_z,ERA_z,WHIP_z,SV_contribution,ERA_contribution,WHIP_contribution
Jack Anderson,BOS,0.9044,,,1.109,,,,0.156333,0.5969,,0.3358,,0.6726,0.0399,,,,,,0.276745,0.0766142,0.153457,,,,,,,,0.299735,,,,,,,,,,-0.00631031,999.0,,,,sa3017872,,,,,0.7141321056481378,,,,,0.0,1.0,P,0.045,0.0557,0.0065,5.03118,0.0204,0.0,0.0,1.0,4.383,0.55902,6.0534,3.0222,2.00298,1.407,0.0768423452973365,1.4448,0.691636,0.409073,,4.98071,-0.0425639,-0.0737310226527085,0.21292911205752776,0.5749340162433185,-0.043,0.124,0.334
JD Hammer,,1.0,,,1.0684,,,,0.141889,0.5788,,0.4211,,0.713,0.0413,,,,,,0.269213,0.095035,0.160912,,,,,,,,0.297558,,,,,,,,,,-0.00733806,999.0,,,,19548,,,,,0.7126622772118332,,,,,0.0,1.0,P,0.045,0.0529,0.0,4.85199,0.0,0.0,0.0,1.0,4.431,0.53911,6.417,3.7899,1.69318,1.277,0.0658767819404602,1.4895,0.705501,0.430997,,4.97224,-0.0476533,-0.0737310226527085,0.3852311740799936,0.4011621257845482,-0.043,0.224,0.233
Daniel Ponce de Leon,,0.8433,,,1.0276,,,,0.165111,0.5881,,0.4288,,0.7861,0.0467,,,,,,0.260251,0.0969259,0.17769,,,,,,,,0.287756,,,,,,,,,,-0.0104526,999.0,,,,16110,,,,,0.7123937114547485,,,,,0.0,1.0,P,0.0452,0.0573,0.0109,4.98609,0.0333,0.0,0.0,1.0,4.424,0.55401,7.0749,3.8592,1.83326,1.486,0.0807640179991722,1.4564,0.708675,0.341542,,5.16722,-0.0485637,-0.0737310226527085,0.2562858840682035,0.5298388500392535,-0.043,0.149,0.308
Indigo Diaz,NYY,0.6083,,,0.9963,,,,0.174444,0.5887,,0.4611,,0.8695,0.047,,,,,,0.253196,0.103781,0.195701,,,,,,,,0.284285,,,,,,,,,,-0.00904617,999.0,,,,sa3011726,,,,,0.7099773849994289,,,,,0.0,1.0,P,0.0478,0.0613,0.0285,4.98456,0.0833,0.0,0.0,1.0,4.443,0.55384,7.8255,4.1499,1.88571,1.57,0.091919869184494,1.4574,0.716053,0.353219,,5.21956,-0.0490955,-0.0737310226527085,0.25775707194082104,0.5259513357113164,-0.043,0.15,0.306
Stephen Nogosek,,1.0,,,1.0054,,,,0.153111,0.5796,,0.4754,,0.8544,0.0482,,,,,,0.255931,0.106783,0.191914,,,,,,,,0.291791,,,,,,,,,,-0.007855,999.0,,,,19545,,,,,0.7075404434720609,,,,,0.0,1.0,P,0.0449,0.053,0.0,4.89249,0.0,0.0,0.0,1.0,4.452,0.54361,7.6896,4.2786,1.79722,1.378,0.0851302742958068,1.4808,0.711599,0.375012,,5.01892,-0.0476438,-0.0737310226527085,0.34628796568717135,0.43498350043759804,-0.043,0.201,0.253
Yusniel Padron-Artiles,,0.2043,,,1.0886,,,,0.184778,0.6099,,0.3227,,0.7036,0.0398,,,,,,0.270965,0.0736758,0.160639,,,,,,,,0.288842,,,,,,,,,,-9.99029e-05,999.0,,,,sa3008040,,,,,0.7065048779234261,,,,,0.0,1.0,P,0.0484,0.0723,0.0602,5.17455,0.1693,0.0,0.0,1.0,4.38,0.57495,6.3324,2.9043,2.18035,1.663,0.0869634598493576,1.4113,0.695291,0.348993,,5.24889,-0.000679999,-0.0737310226527085,0.0750701543469362,0.7051657462291984,-0.043,0.044,0.41
Franny Cobos,,1.0,,,1.0133,,,,0.144889,0.5757,,0.4802,,0.8057,0.0476,,,,,,0.25835,0.10791,0.181056,,,,,,,,0.292236,,,,,,,,,,-0.00789011,999.0,,,,sa3006494,,,,,0.7059393471357926,,,,,0.0,1.0,P,0.0451,0.0528,0.0,4.84281,0.0,0.0,0.0,1.0,4.45,0.53809,7.2513,4.3218,1.67784,1.304,0.073146067559719,1.4935,0.711111,0.398996,,5.02204,-0.0476438,-0.0737310226527085,0.39405830131569974,0.38561206847280133,-0.043,0.229,0.224
Ty Johnson,TBR,0.3041,,,1.0175,,,,0.146,0.5825,,0.4624,,0.8225,0.0523,,,,,,0.25948,0.104238,0.185415,,,,,,,,0.295144,,,,,,,,,,-9.99029e-05,999.0,,,,sa3023410,,,,,0.7058467785814933,,,,,0.0,1.0,P,0.0483,0.0696,0.0562,4.89789,0.1481,0.0,0.0,1.0,4.436,0.54421,7.4025,4.1616,1.77876,1.314,0.0811767354607582,1.4799,0.703567,0.410122,,4.96358,-0.000679999,-0.0737310226527085,0.34109553790146097,0.4384822633327407,-0.043,0.198,0.255
Kyle Freeland,COL,27.54,,,176.593,,,,25.9615,92.9022,,41.4501,,113.249,5.8256,,,,,,0.284076,0.0619661,0.169303,,,,,,,,0.312236,,,,,,,,,,1.3071,999.0,,,,16256,,,,,0.705670966571819,,,,,0.0,1.0,P,7.3902,11.472,9.3744,5.12387,27.54,0.0,0.0,153.115,668.916,87.1712,6.65673,2.43641,2.73219,1.526,0.107336938381195,1.42405,0.688735,0.407508,,4.81771,1.40362,-0.0737310226527085,0.1238020506765223,0.6555999385480052,-0.043,0.072,0.381
Johnathan Lavallee,TOR,1.0,,,0.9779,,,,0.132778,0.563,,0.5472,,0.869,0.0433,,,,,,0.25142,0.122143,0.193973,,,,,,,,0.292661,,,,,,,,,,-0.00752993,999.0,,,,sa3017993,,,,,0.7042505427062192,,,,,0.0,1.0,P,0.0453,0.0526,0.0,4.71681,0.0,0.0,0.0,1.0,4.48,0.52409,7.821,4.9248,1.58808,1.195,0.0718303546309471,1.5251,0.718408,0.41561,,4.92609,-0.0503795,-0.0737310226527085,0.5152149496489256,0.26276661571000215,-0.043,0.3,0.153
Cam Opp,,1.0,,,1.0232,,,,0.139444,0.5671,,0.4912,,0.7876,0.0417,,,,,,0.260416,0.110085,0.176513,,,,,,,,0.294383,,,,,,,,,,-0.00767253,999.0,,,,sa3014853,,,,,0.7037882809508929,,,,,0.0,1.0,P,0.0455,0.0524,0.0,4.76055,0.0,0.0,0.0,1.0,4.462,0.52895,7.0884,4.4208,1.60342,1.255,0.0664276108145713,1.5144,0.718099,0.401986,,5.00276,-0.0476438,-0.0737310226527085,0.47315628458467673,0.3043630190189246,-0.043,0.275,0.177
Oliver Garcia,,1.0,,,0.9991,,,,0.146556,0.5763,,0.4906,,0.8619,0.0525,,,,,,0.255335,0.110099,0.193425,,,,,,,,0.293531,,,,,,,,,,-0.00738399,999.0,,,,sa917415,,,,,0.7029711066474446,,,,,0.0,1.0,P,0.0451,0.0528,0.0,4.86126,0.0,0.0,0.0,1.0,4.456,0.54014,7.7571,4.4154,1.75683,1.319,0.0833258554339408,1.4897,0.711082,0.381006,,4.9772,-0.0476438,-0.0737310226527085,0.3763175063811921,0.40038462291896093,-0.043,0.219,0.233
Dylan Ray,ARI,0.1754,,,1.0683,,,,0.140556,0.5878,,0.4029,,0.7548,0.0459,,,,,,0.269215,0.0912158,0.170885,,,,,,,,0.301917,,,,,,,,,,-9.99029e-05,999.0,,,,sa3020392,,,,,0.7022826731774328,,,,,0.0,1.0,P,0.0538,0.0674,0.0673,4.93677,0.1754,0.0,0.0,1.0,4.417,0.54853,6.7932,3.6261,1.87342,1.265,0.0796694681048393,1.4712,0.693177,0.422449,,4.8305,-0.000679999,-0.0737310226527085,0.30371005784435157,0.4723036379857897,-0.043,0.177,0.275
Kohl Franklin,CHC,0.1754,,,1.0464,,,,0.154,0.5915,,0.4159,,0.7623,0.0557,,,,,,0.264818,0.0940312,0.172349,,,,,,,,0.294027,,,,,,,,,,-9.99029e-05,999.0,,,,sa3008335,,,,,0.7002749348068166,,,,,0.0,1.0,P,0.0512,0.0703,0.0666,4.97484,0.1754,0.0,0.0,1.0,4.423,0.55276,6.8607,3.7431,1.83289,1.386,0.0783178955316543,1.4623,0.698484,0.410069,,5.05868,-0.000679999,-0.0737310226527085,0.2671034419550982,0.5069025155044269,-0.043,0.155,0.295
Drew Hutchison,,0.2983,,,1.0706,,,,0.142333,0.5856,,0.4084,,0.6831,0.0394,,,,,,0.268577,0.0921064,0.15406,,,,,,,,0.293684,,,,,,,,,,-9.99029e-05,999.0,,,,10732,,,,,0.6998260905361681,,,,,0.0,1.0,P,0.0473,0.0708,0.0564,4.90779,0.1493,0.0,0.0,1.0,4.434,0.54531,6.1479,3.6756,1.67262,1.281,0.0619530826807022,1.479,0.698114,0.422329,,4.99401,-0.000679999,-0.0737310226527085,0.3315760869609932,0.4419810262278834,-0.043,0.193,0.257
Nick Neidert,,0.1754,,,1.1053,,,,0.170444,0.6058,,0.3234,,0.6584,0.0495,,,,,,0.274602,0.0735334,0.149704,,,,,,,,0.292485,,,,,,,,,,-9.99029e-05,999.0,,,,18699,,,,,0.6995269932470349,,,,,0.0,1.0,P,0.0491,0.0724,0.064,5.11146,0.1754,0.0,0.0,1.0,4.398,0.56794,5.9256,2.9106,2.03587,1.534,0.0761709883809089,1.4287,0.691467,0.391996,,5.18416,-0.000679999,-0.0737310226527085,0.13573501897664397,0.6375229969230994,-0.043,0.079,0.371
Carlos Romero,WSN,1.0,,,0.9884,,,,0.142444,0.5727,,0.5146,,0.8017,0.0551,,,,,,0.254329,0.115485,0.179915,,,,,,,,0.287529,,,,,,,,,,-0.00800657,999.0,,,,sa3003106,,,,,0.6982586375465594,,,,,0.0,1.0,P,0.044,0.0538,0.0,4.81239,0.0,0.0,0.0,1.0,4.456,0.53471,7.2153,4.6314,1.55791,1.282,0.0644299909472465,1.503,0.713651,0.402599,,5.12396,-0.0469379,-0.0737310226527085,0.4233089778418645,0.3486806823574033,-0.043,0.246,0.203
Dominic Pipkin,,1.0,,,1.0158,,,,0.138667,0.5739,,0.4858,,0.8076,0.0556,,,,,,0.259225,0.108924,0.181076,,,,,,,,0.295099,,,,,,,,,,-0.00739465,999.0,,,,sa3007896,,,,,0.6982491084306747,,,,,0.0,1.0,P,0.0452,0.0527,0.0,4.81806,0.0,0.0,0.0,1.0,4.46,0.53534,7.2684,4.3722,1.66241,1.248,0.0721524804830551,1.5016,0.70954,0.416008,,4.97815,-0.0476438,-0.0737310226527085,0.4178569286668691,0.35412320241651407,-0.043,0.243,0.206
Jorge Benitez,,1.0,,,0.9641,,,,0.118667,0.549,,0.5979,,0.8605,0.0642,,,,,,0.250097,0.132367,0.190503,,,,,,,,0.293989,,,,,,,,,,-0.00736303,999.0,,,,sa3004462,,,,,0.6979678980111843,,,,,0.0,1.0,P,0.0463,0.0517,0.0,4.57416,0.0,0.0,0.0,1.0,4.517,0.50824,7.7445,5.3811,1.4392,1.068,0.0581359416246414,1.562,0.725714,0.44399,,4.97445,-0.0476533,-0.0737310226527085,0.6523815836547555,0.1193173370091373,-0.043,0.379,0.069
Garvin Alston,WSN,1.0,,,1.0277,,,,0.143444,0.5712,,0.4799,,0.7198,0.0465,,,,,,0.261794,0.107794,0.16168,,,,,,,,0.28875,,,,,,,,,,-0.00853281,999.0,,,,sa3010238,,,,,0.6969918405523203,,,,,0.0,1.0,P,0.0441,0.0538,0.0,4.79511,0.0,0.0,0.0,1.0,4.452,0.53279,6.4782,4.3191,1.4999,1.291,0.0538858845829963,1.5076,0.716572,0.401607,,5.17086,-0.0469379,-0.0737310226527085,0.43992474675613497,0.33079811644889384,-0.043,0.256,0.192
Wilkel Hernandez,DET,0.1812,,,1.0663,,,,0.159111,0.597,,0.3846,,0.653,0.0495,,,,,,0.267116,0.0868956,0.147537,,,,,,,,0.285298,,,,,,,,,,-9.99029e-05,999.0,,,,sa918026,,,,,0.6961299388120045,,,,,0.0,1.0,P,0.0473,0.0742,0.0651,5.02524,0.1742,0.0,0.0,1.0,4.426,0.55836,5.877,3.4614,1.69787,1.432,0.060641661286354,1.4509,0.695277,0.390829,,5.23122,-0.000679999,-0.0737310226527085,0.21864078262180822,0.5512201788429048,-0.043,0.127,0.321
Cade Gibson,MIA,0.281,,,1.1019,,,,0.122,0.5736,,0.4129,,0.6368,0.0596,,,,,,0.276477,0.09262,0.142844,,,,,,,,0.303685,,,,,,,,,,-9.99029e-05,999.0,,,,sa3019914,,,,,0.6957427404875819,,,,,0.0,1.0,P,0.0468,0.0718,0.0604,4.7673,0.153,0.0,0.0,1.0,4.458,0.5297,5.7312,3.7161,1.54226,1.098,0.0502243116497993,1.5148,0.700298,0.484844,,4.89638,-0.000679999,-0.0737310226527085,0.4666657498525403,0.3028080132877501,-0.043,0.271,0.176
Cesar Gomez,HOU,0.8384,,,1.0885,,,,0.145444,0.5868,,0.39,,0.6837,0.0415,,,,,,0.273527,0.0884153,0.154999,,,,,,,,0.299349,,,,,,,,,,-0.00775356,999.0,,,,sa3014799,,,,,0.6954523938941903,,,,,0.0,1.0,P,0.0463,0.0562,0.0115,4.91436,0.0344,0.0,0.0,1.0,4.411,0.54604,6.1533,3.51,1.75308,1.309,0.0665835589170456,1.4785,0.69944,0.448653,,4.98436,-0.049637,-0.0737310226527085,0.3252586331550465,0.4439247833918524,-0.043,0.189,0.258
Zack Leban,,0.878,,,1.0016,,,,0.144778,0.5774,,0.4897,,0.8519,0.0572,,,,,,0.255961,0.109798,0.191009,,,,,,,,0.293792,,,,,,,,,,-0.00748775,999.0,,,,sa3007967,,,,,0.6945875721453665,,,,,0.0,1.0,P,0.0456,0.0558,0.0088,4.86351,0.026,0.0,0.0,1.0,4.46,0.54039,7.6671,4.4073,1.73964,1.303,0.0812107697129249,1.4913,0.709213,0.391987,,4.98549,-0.0476533,-0.0737310226527085,0.374153994803813,0.394164599994262,-0.043,0.218,0.229
John Swanda,,0.3041,,,1.1008,,,,0.135333,0.5868,,0.3831,,0.6478,0.0642,,,,,,0.27591,0.0863421,0.146,,,,,,,,0.301091,,,,,,,,,,-9.99029e-05,999.0,,,,sa3004944,,,,,0.6941045016459336,,,,,0.0,1.0,P,0.0495,0.0683,0.0563,4.89393,0.1481,0.0,0.0,1.0,4.437,0.54377,5.8302,3.4479,1.69094,1.218,0.0596574395895004,1.4839,0.693045,0.47699,,4.97211,-0.000679999,-0.0737310226527085,0.34490331827764825,0.4229322060209939,-0.043,0.201,0.246
Alec Baker,ARI,0.7164,,,1.0725,,,,0.154,0.5948,,0.3773,,0.7609,0.049,,,,,,0.268952,0.085478,0.172383,,,,,,,,0.298913,,,,,,,,,,-0.00866998,999.0,,,,sa3022794,,,,,0.6934829675251222,,,,,0.0,1.0,P,0.0477,0.0584,0.0202,5.03244,0.0604,0.0,0.0,1.0,4.414,0.55916,6.8481,3.3957,2.0167,1.386,0.086905300617218,1.4498,0.692756,0.370994,,4.92558,-0.0455387,-0.0737310226527085,0.21171754557419525,0.5554964446036355,-0.043,0.123,0.323
Ryan Carpenter,,0.1754,,,1.0843,,,,0.157333,0.5891,,0.3868,,0.6703,0.0444,,,,,,0.272451,0.0876899,0.151961,,,,,,,,0.294073,,,,,,,,,,-9.99029e-05,999.0,,,,12699,,,,,0.6934115950590446,,,,,0.0,1.0,P,0.052,0.0694,0.0671,4.9464,0.1754,0.0,0.0,1.0,4.411,0.5496,6.0327,3.4812,1.73294,1.416,0.0642711445689201,1.4711,0.70513,0.418535,,5.16481,-0.000679999,-0.0737310226527085,0.29445022829316975,0.4726923894185834,-0.043,0.171,0.275
Juan Morillo,ARI,1.0,,,1.0272,,,,0.110778,0.559,,0.5161,,0.8229,0.044,,,,,,0.262987,0.115562,0.184259,,,,,,,,0.308329,,,,,,,,,,-0.005338,999.0,,,,sa917772,,,,,0.6911337303591486,,,,,0.0,1.0,P,0.0474,0.0506,0.0,4.65687,0.0,0.0,0.0,1.0,4.466,0.51743,7.4061,4.6449,1.59446,0.997,0.0686968117952346,1.5433,0.709042,0.471129,,4.64109,-0.0455292,-0.0737310226527085,0.5728508980703029,0.19201385494155424,-0.043,0.333,0.112
Richard Rodríguez,,1.0,,,1.1196,,,,0.167556,0.6023,,0.3145,,0.6796,0.0472,,,,,,0.27704,0.0714286,0.154349,,,,,,,,0.298059,,,,,,,,,,-0.00993136,999.0,,,,13549,,,,,0.6902173783940242,,,,,0.0,1.0,P,0.0464,0.0515,0.0,5.09931,0.0,0.0,0.0,1.0,4.403,0.56659,6.1164,2.8305,2.16089,1.508,0.0829207375645637,1.4341,0.693443,0.371436,,5.0706,-0.046237,-0.0737310226527085,0.1474179814944908,0.6165304195522419,-0.043,0.086,0.359
Locke St. John,,1.0,,,1.0405,,,,0.155556,0.5835,,0.4363,,0.7562,0.0586,,,,,,0.262945,0.0980009,0.169856,,,,,,,,0.290589,,,,,,,,,,-0.00945644,999.0,,,,16850,,,,,0.6894262606397894,,,,,0.0,1.0,P,0.0448,0.0531,0.0,4.9275,0.0,0.0,0.0,1.0,4.452,0.5475,6.8058,3.9267,1.73321,1.4,0.0718553364276886,1.4768,0.709519,0.36901,,5.161,-0.0476438,-0.0737310226527085,0.31262372554315304,0.4505335577493449,-0.043,0.182,0.262
Michael YaSenka,,1.0,,,1.0159,,,,0.159889,0.5865,,0.452,,0.8147,0.0498,,,,,,0.25796,0.101802,0.183491,,,,,,,,0.288841,,,,,,,,,,-0.00900634,999.0,,,,sa1170117,,,,,0.6890627910679805,,,,,0.0,1.0,P,0.0447,0.0532,0.0,4.96386,0.0,0.0,0.0,1.0,4.44,0.55154,7.3323,4.068,1.80243,1.439,0.0816891938447952,1.4679,0.708489,0.355998,,5.12104,-0.0476438,-0.0737310226527085,0.27766137845270783,0.48513243526798117,-0.043,0.161,0.282
Adam Scott,,0.3453,,,1.0287,,,,0.132111,0.571,,0.4875,,0.7632,0.0658,,,,,,0.262243,0.108914,0.170509,,,,,,,,0.296159,,,,,,,,,,-9.99029e-05,999.0,,,,sa3006826,,,,,0.6885694111665668,,,,,0.0,1.0,P,0.0504,0.0662,0.0542,4.7691,0.1393,0.0,0.0,1.0,4.476,0.5299,6.8688,4.3875,1.56554,1.189,0.0615951642394065,1.5162,0.710012,0.444014,,5.01742,-0.000679999,-0.0737310226527085,0.4649349405906368,0.2973654932286385,-0.043,0.27,0.173
Kyle Kubat,,0.3321,,,1.0647,,,,0.154111,0.5854,,0.4143,,0.6915,0.0431,,,,,,0.267876,0.0934792,0.156024,,,,,,,,0.291017,,,,,,,,,,-9.99029e-05,999.0,,,,sa827380,,,,,0.6883162089445118,,,,,0.0,1.0,P,0.0494,0.0676,0.0533,4.91976,0.1421,0.0,0.0,1.0,4.432,0.54664,6.2235,3.7287,1.66908,1.387,0.0625451281666755,1.479,0.707385,0.401002,,5.15912,-0.000679999,-0.0737310226527085,0.320066205369337,0.4419810262278834,-0.043,0.186,0.257
Juan Then,,1.0,,,1.0714,,,,0.126333,0.5705,,0.4488,,0.7088,0.0435,,,,,,0.27085,0.100899,0.159353,,,,,,,,0.302851,,,,,,,,,,-0.00615086,999.0,,,,22828,,,,,0.6874716111917121,,,,,0.0,1.0,P,0.0453,0.0526,0.0,4.75407,0.0,0.0,0.0,1.0,4.448,0.52823,6.3792,4.0392,1.57932,1.137,0.0584532469511032,1.5202,0.706973,0.474992,,4.86811,-0.0476438,-0.0737310226527085,0.479387197927529,0.2818154359168916,-0.043,0.279,0.164
Spencer Stockton,,1.0,,,1.0289,,,,0.163556,0.5897,,0.4317,,0.7986,0.046,,,,,,0.260264,0.0974272,0.18023,,,,,,,,0.289302,,,,,,,,,,-0.00909158,999.0,,,,sa3011500,,,,,0.6868063217262317,,,,,0.0,1.0,P,0.0445,0.0534,0.0,4.99572,0.0,0.0,0.0,1.0,4.431,0.55508,7.1874,3.8853,1.8499,1.472,0.0828029736876487,1.4606,0.707116,0.350997,,5.1286,-0.0476438,-0.0737310226527085,0.2470260545170208,0.5135112898619194,-0.043,0.144,0.299
Taylor Cole,,0.6949,,,1.0496,,,,0.144778,0.5868,,0.4242,,0.8109,0.0496,,,,,,0.266045,0.0959946,0.183503,,,,,,,,0.302664,,,,,,,,,,-0.00481931,999.0,,,,11964,,,,,0.6862038439712312,,,,,0.0,1.0,P,0.0468,0.0598,0.0227,4.94298,0.0649,0.0,0.0,1.0,4.419,0.54922,7.2981,3.8178,1.9116,1.303,0.0875084847211837,1.4738,0.697815,0.411103,,4.84819,-0.0425639,-0.0737310226527085,0.2977387658907852,0.46219610073315454,-0.043,0.173,0.269
Blake Townsend,,1.0,,,1.01,,,,0.147333,0.5766,,0.4846,,0.7925,0.0711,,,,,,0.257371,0.10817,0.176897,,,,,,,,0.289052,,,,,,,,,,-0.00948921,999.0,,,,sa3010125,,,,,0.6858261766286482,,,,,0.0,1.0,P,0.0451,0.0528,0.0,4.85928,0.0,0.0,0.0,1.0,4.48,0.53992,7.1325,4.3614,1.63537,1.326,0.0687276870012283,1.4946,0.712548,0.376998,,5.16391,-0.0476438,-0.0737310226527085,0.3782213965692853,0.38133580271207146,-0.043,0.22,0.222
Brandon Komar,CIN,0.5061,,,1.1481,,,,0.145889,0.5898,,0.3347,,0.62,0.0378,,,,,,0.284641,0.0759646,0.140717,,,,,,,,0.306711,,,,,,,,,,-0.00379187,999.0,,,,sa3010630,,,,,0.6851400765531046,,,,,0.0,1.0,P,0.0481,0.0639,0.0379,4.9077,0.1051,0.0,0.0,1.0,4.406,0.5453,5.58,3.0123,1.85241,1.313,0.0647526010870933,1.4828,0.698444,0.511018,,4.94054,-0.0416362,-0.0737310226527085,0.33166262742408853,0.42720847178172466,-0.043,0.193,0.248
Joan Martinez,,1.0,,,1.0176,,,,0.142667,0.5814,,0.4653,,0.8709,0.0505,,,,,,0.259777,0.104963,0.196458,,,,,,,,0.301324,,,,,,,,,,-0.00456752,999.0,,,,sa917483,,,,,0.6846647846572149,,,,,0.0,1.0,P,0.0453,0.0526,0.0,4.90779,0.0,0.0,0.0,1.0,4.433,0.54531,7.8381,4.1877,1.8717,1.284,0.0914955958724021,1.4829,0.702559,0.392345,,4.82675,-0.0425542,-0.0737310226527085,0.3315760869609932,0.4268197203489302,-0.043,0.193,0.248
Nomar Rojas,,1.0,,,1.0326,,,,0.132556,0.5714,,0.4813,,0.7838,0.0486,,,,,,0.262875,0.107963,0.175819,,,,,,,,0.298845,,,,,,,,,,-0.00664499,999.0,,,,sa3009742,,,,,0.6845296246565464,,,,,0.0,1.0,P,0.0453,0.0526,0.0,4.7826,0.0,0.0,0.0,1.0,4.458,0.5314,7.0542,4.3317,1.62851,1.193,0.0678555369377136,1.5139,0.709542,0.43901,,4.9118,-0.0476438,-0.0737310226527085,0.45195387112636215,0.30630677618289276,-0.043,0.263,0.178
Christian Chamberlain,KCR,1.0,,,0.9466,,,,0.125111,0.5549,,0.5968,,0.9425,0.0545,,,,,,0.245953,0.132622,0.209444,,,,,,,,0.295384,,,,,,,,,,-0.00558162,999.0,,,,sa3014486,,,,,0.6828697967846937,,,,,0.0,1.0,P,0.0464,0.0515,0.0,4.66506,0.0,0.0,0.0,1.0,4.5,0.51834,8.4825,5.3712,1.57926,1.126,0.0768222212791442,1.5434,0.722459,0.380325,,4.86182,-0.0439733,-0.0737310226527085,0.5649757159286425,0.19162510350875975,-0.043,0.329,0.111
Noah Zavolas,,0.2183,,,1.0902,,,,0.173556,0.6067,,0.3379,,0.7154,0.0475,,,,,,0.271762,0.0768479,0.162702,,,,,,,,0.293547,,,,,,,,,,-9.99029e-05,999.0,,,,sa3006770,,,,,0.6810032502378642,,,,,0.0,1.0,P,0.0486,0.0717,0.0597,5.13315,0.1663,0.0,0.0,1.0,4.397,0.57035,6.4386,3.0411,2.11719,1.562,0.085853986442089,1.4281,0.693093,0.374011,,5.1481,-0.000679999,-0.0737310226527085,0.11487876737071061,0.6398555055198621,-0.043,0.067,0.372
Brandon Dufault,LAA,1.0,,,1.0038,,,,0.138,0.57,,0.5129,,0.853,0.0519,,,,,,0.25757,0.114948,0.19117,,,,,,,,0.297915,,,,,,,,,,-0.00535722,999.0,,,,sa3017257,,,,,0.6809139834383182,,,,,0.0,1.0,P,0.0452,0.0527,0.0,4.77504,0.0,0.0,0.0,1.0,4.462,0.53056,7.677,4.6161,1.66309,1.242,0.0762214213609695,1.5167,0.7153,0.435948,,4.94888,-0.0465893,-0.0737310226527085,0.4592232700263563,0.2954217360646703,-0.043,0.267,0.172
Jake Sommers,,1.0,,,1.0511,,,,0.141222,0.5815,,0.4376,,0.8811,0.0427,,,,,,0.266865,0.0990269,0.199389,,,,,,,,0.311989,,,,,,,,,,-0.000919118,999.0,,,,sa3010778,,,,,0.6807234011206426,,,,,0.0,1.0,P,0.044,0.0539,0.0,4.88844,0.0,0.0,0.0,1.0,4.419,0.54316,7.9299,3.9384,2.01348,1.271,0.1003620699048042,1.4887,0.702717,0.438181,,4.68107,-0.035345,-0.0737310226527085,0.35018228652645306,0.40427213724689803,-0.043,0.204,0.235
Charles Hall,,1.0,,,0.9977,,,,0.129,0.5643,,0.5326,,0.8379,0.0449,,,,,,0.256313,0.11915,0.18745,,,,,,,,0.296931,,,,,,,,,,-0.00651358,999.0,,,,sa1170906,,,,,0.6801411473616655,,,,,0.0,1.0,P,0.0456,0.0523,0.0,4.72086,0.0,0.0,0.0,1.0,4.47,0.52454,7.5411,4.7934,1.57323,1.161,0.0682997703552246,1.5303,0.715715,0.43501,,4.90018,-0.0476438,-0.0737310226527085,0.511320628809643,0.24255154120473096,-0.043,0.297,0.141
Efrain Contreras,SDP,0.2826,,,1.0188,,,,0.163444,0.5913,,0.445,,0.8031,0.049,,,,,,0.259633,0.100724,0.181779,,,,,,,,0.28922,,,,,,,,,,-9.99029e-05,999.0,,,,sa3005692,,,,,0.6785202181054023,,,,,0.0,1.0,P,0.0505,0.068,0.0561,4.9914,0.1526,0.0,0.0,1.0,4.418,0.5546,7.2279,4.005,1.80472,1.471,0.0810547694563865,1.4638,0.70649,0.384407,,5.16706,-0.000679999,-0.0737310226527085,0.2511799967455893,0.5010712440125216,-0.043,0.146,0.291
Logan Shore,SFG,0.1754,,,1.0996,,,,0.166444,0.6065,,0.3324,,0.6748,0.045,,,,,,0.272475,0.0753229,0.152912,,,,,,,,0.292126,,,,,,,,,,-9.99029e-05,999.0,,,,sa738442,,,,,0.6783037710446138,,,,,0.0,1.0,P,0.0477,0.0739,0.0638,5.12019,0.1754,0.0,0.0,1.0,4.413,0.56891,6.0732,2.9916,2.03008,1.498,0.0775889381766319,1.432,0.688503,0.382309,,5.11286,-0.000679999,-0.0737310226527085,0.12734059405641346,0.6246941996409089,-0.043,0.074,0.363
Andrew Marrero,STL,1.0,,,0.9755,,,,0.139556,0.57,,0.5366,,0.8503,0.0579,,,,,,0.251191,0.11983,0.189884,,,,,,,,0.28889,,,,,,,,,,-0.0092666,999.0,,,,sa3016941,,,,,0.6778537572777972,,,,,0.0,1.0,P,0.0453,0.0526,0.0,4.79682,0.0,0.0,0.0,1.0,4.478,0.53298,7.6527,4.8294,1.58461,1.256,0.0700535997748375,1.5121,0.715489,0.38562,,5.0636,-0.0485637,-0.0737310226527085,0.43828047795732683,0.3133043019731789,-0.043,0.255,0.182
